,nn1,nn2,nn3,nn4,nn5,nn6,nn7,nn8,nn9,nn10
JVASP-116001,JVASP-116387,JVASP-116398,JVASP-138616,JVASP-120089,JVASP-36822,JVASP-139002,JVASP-110654,JVASP-11394,JVASP-136703,JVASP-57523
JVASP-105675,JVASP-100891,JVASP-104529,JVASP-107855,JVASP-100876,JVASP-104999,JVASP-138471,JVASP-106453,JVASP-12362,JVASP-55273,JVASP-55520
JVASP-18985,JVASP-9247,JVASP-23439,JVASP-85874,JVASP-86373,JVASP-5218,JVASP-97812,JVASP-45602,JVASP-27720,JVASP-10554,JVASP-29438
JVASP-118259,JVASP-19266,JVASP-136298,JVASP-113578,JVASP-78869,JVASP-90067,JVASP-89988,JVASP-92704,JVASP-19269,JVASP-136408,JVASP-78856
JVASP-112607,JVASP-141283,JVASP-5503,JVASP-133163,JVASP-5506,JVASP-96761,JVASP-62144,JVASP-137634,JVASP-5470,JVASP-124286,JVASP-141083
JVASP-116027,JVASP-118820,JVASP-9955,JVASP-9250,JVASP-9666,JVASP-119575,JVASP-111792,JVASP-120736,JVASP-143245,JVASP-10057,JVASP-91354
JVASP-26761,JVASP-156328,JVASP-112584,JVASP-147555,JVASP-140326,JVASP-143160,JVASP-133353,JVASP-18368,JVASP-141347,JVASP-122118,JVASP-156329
JVASP-52260,JVASP-49970,JVASP-34829,JVASP-106786,JVASP-150109,JVASP-13035,JVASP-44568,JVASP-36775,JVASP-56816,JVASP-109902,JVASP-58862
JVASP-112534,JVASP-3864,JVASP-22670,JVASP-155344,JVASP-105941,JVASP-3876,JVASP-86676,JVASP-86076,JVASP-38272,JVASP-86936,JVASP-50037
JVASP-118414,JVASP-120211,JVASP-120219,JVASP-120232,JVASP-120220,JVASP-135044,JVASP-120216,JVASP-124255,JVASP-118027,JVASP-118503,JVASP-120242
JVASP-25817,JVASP-136402,JVASP-60671,JVASP-104989,JVASP-141546,JVASP-90001,JVASP-117016,JVASP-133222,JVASP-27246,JVASP-29328,JVASP-134529
JVASP-54480,JVASP-3678,JVASP-54507,JVASP-106447,JVASP-26809,JVASP-36965,JVASP-56217,JVASP-107625,JVASP-112650,JVASP-109245,JVASP-36966
JVASP-120549,JVASP-122511,JVASP-56623,JVASP-87198,JVASP-146495,JVASP-57387,JVASP-96748,JVASP-113164,JVASP-88303,JVASP-25883,JVASP-121909
JVASP-138910,JVASP-38283,JVASP-150628,JVASP-12308,JVASP-12417,JVASP-12352,JVASP-109545,JVASP-57196,JVASP-149582,JVASP-149577,JVASP-149565
JVASP-140231,JVASP-11292,JVASP-29722,JVASP-18346,JVASP-5227,JVASP-141027,JVASP-12240,JVASP-10937,JVASP-141267,JVASP-146308,JVASP-9953
JVASP-144840,JVASP-119065,JVASP-140569,JVASP-59198,JVASP-96748,JVASP-113164,JVASP-98347,JVASP-133609,JVASP-121497,JVASP-139798,JVASP-26268
JVASP-34498,JVASP-55611,JVASP-34769,JVASP-56871,JVASP-36108,JVASP-114557,JVASP-78663,JVASP-1285,JVASP-114564,JVASP-116526,JVASP-1417
JVASP-85672,JVASP-98161,JVASP-109816,JVASP-27170,JVASP-113784,JVASP-98167,JVASP-90489,JVASP-33316,JVASP-144664,JVASP-103744,JVASP-97538
JVASP-137262,JVASP-11512,JVASP-11703,JVASP-91322,JVASP-11813,JVASP-143823,JVASP-48341,JVASP-89040,JVASP-119547,JVASP-48497,JVASP-116667
JVASP-97965,JVASP-150082,JVASP-149627,JVASP-107254,JVASP-139293,JVASP-135283,JVASP-24643,JVASP-135274,JVASP-91539,JVASP-139288,JVASP-106659
JVASP-34910,JVASP-142410,JVASP-145282,JVASP-58627,JVASP-117196,JVASP-143704,JVASP-140393,JVASP-112960,JVASP-11798,JVASP-11673,JVASP-9677
JVASP-97955,JVASP-33892,JVASP-101855,JVASP-101857,JVASP-101850,JVASP-119103,JVASP-101852,JVASP-48716,JVASP-103856,JVASP-45961,JVASP-5212
JVASP-140787,JVASP-25001,JVASP-112575,JVASP-13416,JVASP-58902,JVASP-96452,JVASP-91327,JVASP-143697,JVASP-55245,JVASP-91324,JVASP-119078
JVASP-137765,JVASP-115234,JVASP-115230,JVASP-117681,JVASP-136938,JVASP-90173,JVASP-136378,JVASP-118619,JVASP-117702,JVASP-88246,JVASP-136379
JVASP-142387,JVASP-90424,JVASP-90811,JVASP-121840,JVASP-90719,JVASP-3861,JVASP-13063,JVASP-98029,JVASP-12974,JVASP-98483,JVASP-5539
JVASP-10253,JVASP-32441,JVASP-13808,JVASP-59051,JVASP-98455,JVASP-58927,JVASP-10224,JVASP-10554,JVASP-12736,JVASP-96526,JVASP-45602
JVASP-12932,JVASP-12529,JVASP-12546,JVASP-3549,JVASP-145716,JVASP-96781,JVASP-53204,JVASP-87210,JVASP-143628,JVASP-142251,JVASP-3768
JVASP-116823,JVASP-147148,JVASP-111357,JVASP-140985,JVASP-141014,JVASP-122003,JVASP-133191,JVASP-122194,JVASP-146120,JVASP-44917,JVASP-133711
JVASP-49402,JVASP-25595,JVASP-19358,JVASP-36641,JVASP-23437,JVASP-107174,JVASP-89914,JVASP-143593,JVASP-59409,JVASP-25859,JVASP-140452
JVASP-135730,JVASP-118105,JVASP-118104,JVASP-136407,JVASP-132374,JVASP-118101,JVASP-118110,JVASP-118106,JVASP-79207,JVASP-135754,JVASP-124589
JVASP-38593,JVASP-89850,JVASP-98161,JVASP-116787,JVASP-52444,JVASP-144664,JVASP-116577,JVASP-113784,JVASP-88729,JVASP-97561,JVASP-97930
JVASP-100080,JVASP-102866,JVASP-110009,JVASP-37763,JVASP-38629,JVASP-92768,JVASP-108886,JVASP-38509,JVASP-38315,JVASP-137307,JVASP-23901
JVASP-30672,JVASP-141815,JVASP-116414,JVASP-113698,JVASP-5473,JVASP-154639,JVASP-106880,JVASP-108760,JVASP-143772,JVASP-141395,JVASP-56672
JVASP-48447,JVASP-48408,JVASP-42960,JVASP-46343,JVASP-133652,JVASP-45243,JVASP-139897,JVASP-45933,JVASP-43545,JVASP-45934,JVASP-116826
JVASP-50739,JVASP-34829,JVASP-49970,JVASP-106786,JVASP-150109,JVASP-110818,JVASP-110727,JVASP-38676,JVASP-108867,JVASP-141853,JVASP-49871
JVASP-138423,JVASP-133749,JVASP-133757,JVASP-113506,JVASP-133751,JVASP-133731,JVASP-133834,JVASP-114015,JVASP-114479,JVASP-113454,JVASP-133838
JVASP-57604,JVASP-38629,JVASP-38315,JVASP-38509,JVASP-23901,JVASP-12938,JVASP-102866,JVASP-37763,JVASP-38460,JVASP-37885,JVASP-146396
JVASP-97916,JVASP-140269,JVASP-21981,JVASP-146896,JVASP-151112,JVASP-155332,JVASP-56540,JVASP-55000,JVASP-38272,JVASP-10149,JVASP-155337
JVASP-33317,JVASP-34732,JVASP-98438,JVASP-98573,JVASP-95595,JVASP-103744,JVASP-23964,JVASP-24028,JVASP-85646,JVASP-23967,JVASP-38613
JVASP-24958,JVASP-146896,JVASP-22670,JVASP-105941,JVASP-3864,JVASP-38272,JVASP-3876,JVASP-155344,JVASP-3960,JVASP-38319,JVASP-147119
JVASP-136332,JVASP-115680,JVASP-134579,JVASP-136390,JVASP-139176,JVASP-116391,JVASP-115323,JVASP-136705,JVASP-139699,JVASP-136702,JVASP-138786
JVASP-2472,JVASP-12236,JVASP-139754,JVASP-98547,JVASP-86022,JVASP-86620,JVASP-142263,JVASP-138266,JVASP-55538,JVASP-50042,JVASP-3675
JVASP-98247,JVASP-86639,JVASP-86040,JVASP-119033,JVASP-88151,JVASP-86693,JVASP-86093,JVASP-101345,JVASP-101367,JVASP-10713,JVASP-86718
JVASP-110349,JVASP-107625,JVASP-102400,JVASP-100429,JVASP-38283,JVASP-98192,JVASP-102074,JVASP-105078,JVASP-22008,JVASP-57196,JVASP-102271
JVASP-85662,JVASP-94915,JVASP-29221,JVASP-124612,JVASP-136398,JVASP-26779,JVASP-5332,JVASP-22669,JVASP-5221,JVASP-5668,JVASP-132385
JVASP-51349,JVASP-141246,JVASP-93907,JVASP-24340,JVASP-133253,JVASP-140957,JVASP-98077,JVASP-117150,JVASP-85547,JVASP-86435,JVASP-133606
JVASP-85784,JVASP-98161,JVASP-33316,JVASP-144664,JVASP-109816,JVASP-27170,JVASP-89850,JVASP-116787,JVASP-33832,JVASP-98167,JVASP-113784
JVASP-35413,JVASP-114253,JVASP-113577,JVASP-120106,JVASP-114254,JVASP-114255,JVASP-96971,JVASP-120108,JVASP-29452,JVASP-114415,JVASP-92704
JVASP-118256,JVASP-135269,JVASP-19266,JVASP-136408,JVASP-142242,JVASP-3837,JVASP-134541,JVASP-115005,JVASP-153711,JVASP-113578,JVASP-115090
JVASP-138900,JVASP-114723,JVASP-46497,JVASP-103284,JVASP-42760,JVASP-139627,JVASP-15722,JVASP-49874,JVASP-9847,JVASP-9554,JVASP-49946
JVASP-138917,JVASP-115292,JVASP-52301,JVASP-136792,JVASP-134212,JVASP-7693,JVASP-120093,JVASP-134923,JVASP-30214,JVASP-115343,JVASP-50070
JVASP-133405,JVASP-96463,JVASP-23901,JVASP-55611,JVASP-109912,JVASP-110096,JVASP-142371,JVASP-13907,JVASP-74871,JVASP-93832,JVASP-88303
JVASP-121472,JVASP-53077,JVASP-96477,JVASP-59560,JVASP-11699,JVASP-152495,JVASP-11726,JVASP-111724,JVASP-141436,JVASP-21059,JVASP-11478
JVASP-47076,JVASP-48259,JVASP-147666,JVASP-99190,JVASP-12252,JVASP-46343,JVASP-133652,JVASP-45243,JVASP-48408,JVASP-142091,JVASP-111597
JVASP-120995,JVASP-118820,JVASP-138755,JVASP-91354,JVASP-9250,JVASP-9666,JVASP-50066,JVASP-12804,JVASP-143497,JVASP-114410,JVASP-9665
JVASP-140254,JVASP-98161,JVASP-33316,JVASP-144664,JVASP-89850,JVASP-109816,JVASP-27170,JVASP-116787,JVASP-98167,JVASP-113784,JVASP-33832
JVASP-108601,JVASP-102400,JVASP-98871,JVASP-100691,JVASP-38283,JVASP-38304,JVASP-99715,JVASP-110503,JVASP-10484,JVASP-107625,JVASP-116715
JVASP-24614,JVASP-57251,JVASP-147276,JVASP-26756,JVASP-12519,JVASP-12116,JVASP-12737,JVASP-90034,JVASP-45134,JVASP-133289,JVASP-96527
JVASP-58243,JVASP-110040,JVASP-102985,JVASP-38694,JVASP-96463,JVASP-136382,JVASP-136383,JVASP-55611,JVASP-96598,JVASP-135828,JVASP-36893
JVASP-59062,JVASP-12488,JVASP-101102,JVASP-147466,JVASP-12499,JVASP-18475,JVASP-12511,JVASP-107576,JVASP-8691,JVASP-157710,JVASP-3561
JVASP-39858,JVASP-108695,JVASP-39688,JVASP-34409,JVASP-41120,JVASP-42210,JVASP-12405,JVASP-102151,JVASP-14559,JVASP-35632,JVASP-35537
JVASP-43810,JVASP-98001,JVASP-119547,JVASP-48497,JVASP-48270,JVASP-48125,JVASP-119364,JVASP-44380,JVASP-141633,JVASP-146593,JVASP-48321
JVASP-138828,JVASP-48270,JVASP-138620,JVASP-140417,JVASP-117071,JVASP-142951,JVASP-108867,JVASP-38676,JVASP-132936,JVASP-58617,JVASP-48221
JVASP-22907,JVASP-144650,JVASP-91327,JVASP-143697,JVASP-96458,JVASP-49160,JVASP-133429,JVASP-45397,JVASP-91468,JVASP-117374,JVASP-49159
JVASP-22610,JVASP-142263,JVASP-121775,JVASP-12236,JVASP-122471,JVASP-57360,JVASP-98547,JVASP-120892,JVASP-133567,JVASP-86022,JVASP-86620
JVASP-23980,JVASP-22535,JVASP-24699,JVASP-139097,JVASP-51672,JVASP-49856,JVASP-51673,JVASP-54745,JVASP-50339,JVASP-134992,JVASP-54747
JVASP-26635,JVASP-110702,JVASP-147518,JVASP-117155,JVASP-25801,JVASP-10566,JVASP-12752,JVASP-38345,JVASP-3549,JVASP-36972,JVASP-121590
JVASP-114025,JVASP-113501,JVASP-118118,JVASP-118107,JVASP-118134,JVASP-118117,JVASP-118110,JVASP-118101,JVASP-118133,JVASP-4313,JVASP-115903
JVASP-22529,JVASP-93832,JVASP-110096,JVASP-23901,JVASP-3702,JVASP-96463,JVASP-109912,JVASP-55032,JVASP-97372,JVASP-57724,JVASP-50053
JVASP-99318,JVASP-116730,JVASP-44349,JVASP-117233,JVASP-97047,JVASP-50507,JVASP-50444,JVASP-98547,JVASP-11073,JVASP-112715,JVASP-119098
JVASP-52342,JVASP-138620,JVASP-48270,JVASP-142951,JVASP-48661,JVASP-108867,JVASP-146254,JVASP-45240,JVASP-141026,JVASP-56680,JVASP-43059
JVASP-10498,JVASP-11697,JVASP-89325,JVASP-34205,JVASP-98001,JVASP-98546,JVASP-57362,JVASP-48497,JVASP-119547,JVASP-48109,JVASP-109216
JVASP-136577,JVASP-136279,JVASP-136381,JVASP-52372,JVASP-46065,JVASP-119309,JVASP-98112,JVASP-97004,JVASP-155185,JVASP-38327,JVASP-154319
JVASP-134772,JVASP-74223,JVASP-74853,JVASP-74765,JVASP-9556,JVASP-118500,JVASP-9914,JVASP-139227,JVASP-118058,JVASP-58571,JVASP-9902
JVASP-135083,JVASP-138291,JVASP-138285,JVASP-138286,JVASP-102920,JVASP-138353,JVASP-138352,JVASP-117842,JVASP-135132,JVASP-117824,JVASP-138362
JVASP-10217,JVASP-35401,JVASP-8694,JVASP-155181,JVASP-99325,JVASP-140681,JVASP-88222,JVASP-54491,JVASP-96923,JVASP-3558,JVASP-155184
JVASP-127561,JVASP-33805,JVASP-135233,JVASP-124261,JVASP-152308,JVASP-3837,JVASP-59052,JVASP-5734,JVASP-9923,JVASP-146157,JVASP-22651
JVASP-95440,JVASP-96932,JVASP-120426,JVASP-24643,JVASP-50033,JVASP-50512,JVASP-133609,JVASP-112380,JVASP-140569,JVASP-59198,JVASP-51602
JVASP-104500,JVASP-13383,JVASP-58862,JVASP-110818,JVASP-12520,JVASP-38692,JVASP-92766,JVASP-150513,JVASP-151665,JVASP-151657,JVASP-150745
JVASP-134249,JVASP-39444,JVASP-138291,JVASP-125244,JVASP-125192,JVASP-138362,JVASP-31950,JVASP-125227,JVASP-124463,JVASP-117833,JVASP-138286
JVASP-31168,JVASP-4125,JVASP-140668,JVASP-50635,JVASP-1169,JVASP-8161,JVASP-44464,JVASP-3150,JVASP-153820,JVASP-110737,JVASP-4128
JVASP-134246,JVASP-117530,JVASP-117576,JVASP-9557,JVASP-117557,JVASP-117559,JVASP-39642,JVASP-117556,JVASP-50032,JVASP-113719,JVASP-9555
JVASP-21010,JVASP-146396,JVASP-31201,JVASP-113182,JVASP-53440,JVASP-12938,JVASP-119495,JVASP-37763,JVASP-50278,JVASP-99031,JVASP-145744
JVASP-10244,JVASP-12537,JVASP-38323,JVASP-155188,JVASP-56242,JVASP-107370,JVASP-38341,JVASP-38515,JVASP-36895,JVASP-36992,JVASP-38273
JVASP-110334,JVASP-107855,JVASP-106453,JVASP-104529,JVASP-104999,JVASP-100891,JVASP-99523,JVASP-109485,JVASP-100876,JVASP-109840,JVASP-102063
JVASP-91697,JVASP-3366,JVASP-40993,JVASP-91820,JVASP-54605,JVASP-26361,JVASP-90333,JVASP-7799,JVASP-149536,JVASP-88052,JVASP-90117
JVASP-52269,JVASP-44568,JVASP-1642,JVASP-106786,JVASP-150109,JVASP-36776,JVASP-36775,JVASP-49970,JVASP-8060,JVASP-36780,JVASP-122531
JVASP-2400,JVASP-157737,JVASP-139478,JVASP-46018,JVASP-149231,JVASP-8575,JVASP-138801,JVASP-36613,JVASP-50055,JVASP-8688,JVASP-17350
JVASP-106457,JVASP-38283,JVASP-109545,JVASP-138662,JVASP-138663,JVASP-102420,JVASP-38329,JVASP-38269,JVASP-37634,JVASP-57196,JVASP-38339
JVASP-147209,JVASP-53077,JVASP-141192,JVASP-133441,JVASP-101165,JVASP-119098,JVASP-119109,JVASP-134563,JVASP-143183,JVASP-113015,JVASP-133460
JVASP-85447,JVASP-140569,JVASP-59198,JVASP-133609,JVASP-141250,JVASP-52989,JVASP-107876,JVASP-153048,JVASP-104787,JVASP-25602,JVASP-8782
JVASP-61470,JVASP-13916,JVASP-18899,JVASP-13782,JVASP-18426,JVASP-137019,JVASP-124230,JVASP-93395,JVASP-105710,JVASP-121178,JVASP-85370
JVASP-8332,JVASP-10941,JVASP-11254,JVASP-58582,JVASP-141978,JVASP-112828,JVASP-111506,JVASP-8645,JVASP-30560,JVASP-8248,JVASP-140967
JVASP-36999,JVASP-107174,JVASP-36590,JVASP-39431,JVASP-36875,JVASP-110487,JVASP-36606,JVASP-36616,JVASP-150735,JVASP-151318,JVASP-150741
JVASP-47032,JVASP-147148,JVASP-133191,JVASP-122194,JVASP-122003,JVASP-140985,JVASP-140210,JVASP-139912,JVASP-111357,JVASP-141014,JVASP-139824
JVASP-149937,JVASP-3366,JVASP-40993,JVASP-91820,JVASP-54605,JVASP-7799,JVASP-26361,JVASP-90333,JVASP-88052,JVASP-149747,JVASP-149714
JVASP-21101,JVASP-37759,JVASP-36881,JVASP-107502,JVASP-101661,JVASP-36994,JVASP-38327,JVASP-38694,JVASP-37300,JVASP-36913,JVASP-36962
JVASP-118404,JVASP-22676,JVASP-52594,JVASP-120218,JVASP-120217,JVASP-51392,JVASP-120210,JVASP-12577,JVASP-120235,JVASP-34894,JVASP-120240
JVASP-99936,JVASP-12971,JVASP-143195,JVASP-146849,JVASP-10151,JVASP-115296,JVASP-98547,JVASP-134223,JVASP-146680,JVASP-152357,JVASP-50455
JVASP-32273,JVASP-141329,JVASP-96920,JVASP-145124,JVASP-151101,JVASP-85930,JVASP-86529,JVASP-55640,JVASP-14323,JVASP-138261,JVASP-124237
JVASP-57600,JVASP-38319,JVASP-96923,JVASP-38325,JVASP-38314,JVASP-92765,JVASP-12545,JVASP-155184,JVASP-132898,JVASP-90191,JVASP-134533
JVASP-9406,JVASP-56217,JVASP-3657,JVASP-38339,JVASP-3684,JVASP-100671,JVASP-90011,JVASP-90245,JVASP-102081,JVASP-156329,JVASP-38213
JVASP-3651,JVASP-8665,JVASP-90417,JVASP-97376,JVASP-93489,JVASP-24625,JVASP-138293,JVASP-124260,JVASP-135135,JVASP-17901,JVASP-30641
JVASP-118287,JVASP-155483,JVASP-9270,JVASP-155461,JVASP-155458,JVASP-139523,JVASP-9666,JVASP-9250,JVASP-134583,JVASP-89270,JVASP-9530
JVASP-48594,JVASP-99190,JVASP-12252,JVASP-10489,JVASP-57295,JVASP-48258,JVASP-117410,JVASP-141076,JVASP-143112,JVASP-119543,JVASP-112512
JVASP-134737,JVASP-115030,JVASP-9738,JVASP-9559,JVASP-137082,JVASP-135329,JVASP-119518,JVASP-9557,JVASP-49784,JVASP-139610,JVASP-58572
JVASP-135745,JVASP-118106,JVASP-118110,JVASP-118104,JVASP-118101,JVASP-118105,JVASP-136406,JVASP-136404,JVASP-136388,JVASP-136386,JVASP-118107
JVASP-155565,JVASP-26361,JVASP-149536,JVASP-146078,JVASP-8616,JVASP-94989,JVASP-60684,JVASP-91820,JVASP-90116,JVASP-17344,JVASP-8203
JVASP-63291,JVASP-59198,JVASP-140569,JVASP-133609,JVASP-96072,JVASP-21118,JVASP-55329,JVASP-21370,JVASP-98356,JVASP-45378,JVASP-51060
JVASP-100120,JVASP-38278,JVASP-38326,JVASP-38310,JVASP-138592,JVASP-102418,JVASP-38181,JVASP-109481,JVASP-102091,JVASP-38325,JVASP-38120
JVASP-110665,JVASP-38181,JVASP-38326,JVASP-38310,JVASP-38290,JVASP-110854,JVASP-106409,JVASP-38345,JVASP-111235,JVASP-138653,JVASP-147518
JVASP-105000,JVASP-38278,JVASP-38326,JVASP-109481,JVASP-38325,JVASP-38299,JVASP-105668,JVASP-102091,JVASP-38310,JVASP-108597,JVASP-138592
JVASP-135749,JVASP-118106,JVASP-118112,JVASP-118109,JVASP-135757,JVASP-132374,JVASP-118104,JVASP-118102,JVASP-124589,JVASP-135755,JVASP-118105
JVASP-52214,JVASP-34829,JVASP-49970,JVASP-106786,JVASP-150109,JVASP-36775,JVASP-44568,JVASP-18422,JVASP-49871,JVASP-36780,JVASP-36821
JVASP-43698,JVASP-98001,JVASP-141633,JVASP-119547,JVASP-48497,JVASP-48321,JVASP-48270,JVASP-146593,JVASP-48125,JVASP-44380,JVASP-119310
JVASP-34429,JVASP-141588,JVASP-154639,JVASP-5473,JVASP-122303,JVASP-143772,JVASP-141395,JVASP-51475,JVASP-151183,JVASP-151173,JVASP-151650
JVASP-133594,JVASP-106880,JVASP-119364,JVASP-45237,JVASP-133656,JVASP-43142,JVASP-154592,JVASP-146010,JVASP-141245,JVASP-141633,JVASP-146737
JVASP-32666,JVASP-57251,JVASP-124313,JVASP-147276,JVASP-116186,JVASP-12519,JVASP-123585,JVASP-116182,JVASP-136109,JVASP-12737,JVASP-116177
JVASP-143644,JVASP-110328,JVASP-107713,JVASP-110696,JVASP-3684,JVASP-108847,JVASP-46381,JVASP-59750,JVASP-21783,JVASP-9683,JVASP-55419
JVASP-31176,JVASP-134230,JVASP-135990,JVASP-23437,JVASP-61150,JVASP-99267,JVASP-138266,JVASP-25595,JVASP-134578,JVASP-149231,JVASP-140452
JVASP-100886,JVASP-107623,JVASP-38319,JVASP-105658,JVASP-109000,JVASP-99417,JVASP-109253,JVASP-38325,JVASP-38314,JVASP-103610,JVASP-90191
JVASP-21201,JVASP-855,JVASP-25104,JVASP-118765,JVASP-118767,JVASP-154222,JVASP-118777,JVASP-118768,JVASP-118780,JVASP-25335,JVASP-8154
JVASP-34339,JVASP-10566,JVASP-3612,JVASP-3960,JVASP-59085,JVASP-113164,JVASP-96748,JVASP-25883,JVASP-102100,JVASP-25801,JVASP-150654
JVASP-61514,JVASP-110328,JVASP-119607,JVASP-121775,JVASP-91352,JVASP-107713,JVASP-100891,JVASP-10913,JVASP-91936,JVASP-57123,JVASP-51631
JVASP-33066,JVASP-96866,JVASP-31299,JVASP-112710,JVASP-142320,JVASP-144313,JVASP-85666,JVASP-120735,JVASP-85779,JVASP-88529,JVASP-32197
JVASP-38675,JVASP-44380,JVASP-98001,JVASP-97570,JVASP-96882,JVASP-48497,JVASP-119547,JVASP-109819,JVASP-146254,JVASP-43059,JVASP-56680
JVASP-121008,JVASP-136747,JVASP-118030,JVASP-134946,JVASP-136749,JVASP-118028,JVASP-118476,JVASP-134945,JVASP-136745,JVASP-120021,JVASP-120240
JVASP-85931,JVASP-49659,JVASP-18894,JVASP-94817,JVASP-45792,JVASP-142624,JVASP-146622,JVASP-43056,JVASP-117425,JVASP-43024,JVASP-12067
JVASP-21945,JVASP-38322,JVASP-37666,JVASP-38308,JVASP-38331,JVASP-37567,JVASP-37521,JVASP-105686,JVASP-110072,JVASP-101384,JVASP-109895
JVASP-24626,JVASP-134992,JVASP-109260,JVASP-116926,JVASP-51350,JVASP-1429,JVASP-96934,JVASP-51673,JVASP-96876,JVASP-146396,JVASP-20497
JVASP-97856,JVASP-96828,JVASP-97562,JVASP-103876,JVASP-112009,JVASP-112058,JVASP-103868,JVASP-97668,JVASP-97896,JVASP-96812,JVASP-103870
JVASP-26005,JVASP-27170,JVASP-109816,JVASP-33746,JVASP-98167,JVASP-90489,JVASP-98161,JVASP-103744,JVASP-34791,JVASP-52444,JVASP-52438
JVASP-136613,JVASP-88788,JVASP-52511,JVASP-50821,JVASP-110854,JVASP-138536,JVASP-140006,JVASP-2658,JVASP-10226,JVASP-38310,JVASP-10263
JVASP-113073,JVASP-53547,JVASP-90719,JVASP-100647,JVASP-107187,JVASP-34407,JVASP-57059,JVASP-106551,JVASP-21005,JVASP-112960,JVASP-49215
JVASP-11209,JVASP-30361,JVASP-57241,JVASP-34237,JVASP-109218,JVASP-143287,JVASP-117192,JVASP-143271,JVASP-91509,JVASP-30374,JVASP-50036
JVASP-88159,JVASP-117076,JVASP-11813,JVASP-26268,JVASP-139798,JVASP-119547,JVASP-48497,JVASP-59198,JVASP-140569,JVASP-133609,JVASP-10749
JVASP-91799,JVASP-141633,JVASP-119364,JVASP-48125,JVASP-48497,JVASP-119547,JVASP-48321,JVASP-133656,JVASP-43142,JVASP-106880,JVASP-98001
JVASP-127593,JVASP-132413,JVASP-124293,JVASP-98489,JVASP-132419,JVASP-124291,JVASP-122032,JVASP-30599,JVASP-32400,JVASP-124601,JVASP-124282
JVASP-36929,JVASP-41030,JVASP-86453,JVASP-147742,JVASP-150872,JVASP-150567,JVASP-151355,JVASP-36609,JVASP-119304,JVASP-34671,JVASP-121476
JVASP-2895,JVASP-7753,JVASP-2253,JVASP-7752,JVASP-7754,JVASP-7751,JVASP-45967,JVASP-96632,JVASP-88595,JVASP-27528,JVASP-96631
JVASP-134358,JVASP-32287,JVASP-58917,JVASP-134841,JVASP-117880,JVASP-114481,JVASP-117878,JVASP-113532,JVASP-117879,JVASP-133736,JVASP-133731
JVASP-16122,JVASP-38299,JVASP-38325,JVASP-39140,JVASP-38326,JVASP-102100,JVASP-38278,JVASP-38319,JVASP-38314,JVASP-38341,JVASP-107474
JVASP-2709,JVASP-3960,JVASP-3612,JVASP-105941,JVASP-22670,JVASP-3828,JVASP-157678,JVASP-121590,JVASP-10149,JVASP-146896,JVASP-18366
JVASP-140305,JVASP-99730,JVASP-100126,JVASP-156328,JVASP-102858,JVASP-143160,JVASP-34691,JVASP-156329,JVASP-133353,JVASP-18368,JVASP-102304
JVASP-156330,JVASP-108867,JVASP-144095,JVASP-11576,JVASP-12478,JVASP-34368,JVASP-140004,JVASP-59085,JVASP-150568,JVASP-141942,JVASP-38676
JVASP-100074,JVASP-38339,JVASP-38213,JVASP-109875,JVASP-100671,JVASP-90011,JVASP-90245,JVASP-102081,JVASP-38304,JVASP-107474,JVASP-38341
JVASP-88330,JVASP-112697,JVASP-116710,JVASP-144688,JVASP-85508,JVASP-85507,JVASP-85506,JVASP-119916,JVASP-30068,JVASP-29330,JVASP-87318
JVASP-134145,JVASP-141942,JVASP-108867,JVASP-12478,JVASP-57245,JVASP-109216,JVASP-38676,JVASP-58617,JVASP-11576,JVASP-12757,JVASP-144095
JVASP-115407,JVASP-136412,JVASP-135673,JVASP-134276,JVASP-139660,JVASP-118093,JVASP-139004,JVASP-134475,JVASP-139439,JVASP-136536,JVASP-137140
JVASP-30645,JVASP-141815,JVASP-116414,JVASP-106880,JVASP-5473,JVASP-154639,JVASP-113698,JVASP-143772,JVASP-141395,JVASP-11813,JVASP-56672
JVASP-8280,JVASP-9224,JVASP-12914,JVASP-58514,JVASP-10915,JVASP-58602,JVASP-120892,JVASP-9229,JVASP-121775,JVASP-134230,JVASP-46392
JVASP-1256,JVASP-17616,JVASP-59671,JVASP-8441,JVASP-12511,JVASP-142696,JVASP-157710,JVASP-49170,JVASP-13074,JVASP-42095,JVASP-12903
JVASP-155567,JVASP-26361,JVASP-149536,JVASP-146078,JVASP-8616,JVASP-94989,JVASP-40993,JVASP-60684,JVASP-90116,JVASP-17344,JVASP-8120
JVASP-43561,JVASP-44380,JVASP-146737,JVASP-48125,JVASP-146593,JVASP-98001,JVASP-48270,JVASP-96882,JVASP-9244,JVASP-154237,JVASP-48661
JVASP-102330,JVASP-50033,JVASP-50037,JVASP-98509,JVASP-120426,JVASP-50512,JVASP-120418,JVASP-148263,JVASP-107254,JVASP-9679,JVASP-90544
JVASP-21407,JVASP-38181,JVASP-109446,JVASP-107107,JVASP-97993,JVASP-100677,JVASP-38120,JVASP-107819,JVASP-103160,JVASP-106409,JVASP-110672
JVASP-111362,JVASP-100677,JVASP-109481,JVASP-39140,JVASP-132898,JVASP-109446,JVASP-110702,JVASP-107819,JVASP-103610,JVASP-38120,JVASP-3612
JVASP-144606,JVASP-58627,JVASP-145282,JVASP-142410,JVASP-11798,JVASP-143704,JVASP-117196,JVASP-11673,JVASP-140393,JVASP-112960,JVASP-53354
